Facility Number,Facility Name,Common Name,Registration Status,Created At,Updated At,Zone,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Registration Number,CTC Number,Latitude,Longitude,Date Opened,National Grid,Generator,Solar Panels,No Electricity,Other
104772-9,Mgaraganza,Mgaraganza Dispensary,Registered,2013-08-20T10:40:55.000Z,2015-05-27T09:23:20.000Z,Western Zone,Kigoma,Kigoma,Kigoma DC,Kagongo,Kagongo,Dispensary,Operating,Public - LGA,,,-4.76404,29.64492,,0,0,1,0,0
104774-5,Mgazini,Mgazini,Registered,2013-08-20T10:40:55.000Z,2017-09-22T10:35:09.000Z,Southern Zone,Ruvuma,Songea,Songea DC,Maposeni,Maposeni,Dispensary,Operating,Public - LGA,,,-10.4666,35.33292,,0,1,1,0,0
104775-2,Mgera,mgera,Registered,2013-08-20T10:40:56.000Z,2019-08-03T18:17:32.000Z,Northern Zone,Tanga,Kilindi,Kilindi DC,Kisangasa,Mgera,Dispensary,Operating,Public - LGA,,,-5.386067,37.514832,,0,0,1,0,0
104776-0,Mgeta,Mgeta,Registered,2013-08-20T10:40:56.000Z,2019-12-11T19:34:17.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Langali,Langali,Health Center,Operating,Public - LGA,,05-06-0151,-7.05825,37.57799,,0,0,0,0,0
104777-8,Mgeta Mission,Mgeta Mission,Registered,2013-08-20T10:40:56.000Z,2016-01-22T06:46:56.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Langali,Not set,Dispensary,Operating,Private - Faith based organization (FBO),,,-7.03805,37.57131,13/09/2000,0,0,1,1,0
104778-6,Mgila,MGILA,Registered,2013-08-20T10:40:56.000Z,2015-06-29T09:27:29.000Z,Northern Zone,Tanga,Korogwe,Korogwe DC,Kwashemshi,Mgila,Dispensary,Operating,Public - LGA,,,-5.004264,38.492612,,0,0,0,1,0
111031-1,Mgimba,mgimba,Registered,2015-11-06T05:53:28.000Z,2018-10-24T18:49:12.000Z,Central Zone,Singida,Mkalama,Mkalama DC,Gumanga,Mgimba,Dispensary,Operating,Public - LGA,,,-4.26698,34.55539,,0,0,0,1,0
110307-6,Mgolole,,Registered,2015-06-17T10:19:26.000Z,2015-06-17T10:19:26.000Z,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Bigwa,Mgolole,Health Center,Operating,Private - Faith based organization (FBO),,,-6.808667,37.73273,,0,0,0,0,0
104781-0,Mgololo,Mgololo health centre,Registered,2013-08-20T10:40:57.000Z,2017-02-21T08:51:25.000Z,Southern Highlands Zone,Iringa,Mufindi,Mufindi DC,Makungu,Makungu,Health Center,Operating,Public - LGA,,11-05-0203,-8.72758,35.3072,,1,0,0,0,0
Not set,Mgoma,,,2013-08-20T10:40:57.000Z,2015-08-12T06:58:31.000Z,Central Zone,Dodoma,Mpwapwa,Mpwapwa DC,Godegode,Mgoma,Dispensary,Pending Operation - Construction Complete,Public - LGA,,,-6.59067,36.5398,,0,0,0,0,0
104783-6,Mgombasi,Zahanati ya Mgombasi,Registered,2013-08-20T10:40:57.000Z,2015-05-26T18:07:43.000Z,Southern Zone,Ruvuma,Namtumbo,Namtumbo DC,Mgombasi,Mgombasi,Dispensary,Operating,Public - LGA,,,-10.17495,36.0206,,0,0,1,0,0
104784-4,Mgombezi,,Registered,2013-08-20T10:40:58.000Z,2019-05-02T07:56:57.000Z,Northern Zone,Tanga,Korogwe,Korogwe TC,Ngombezi,Ngombezi,Dispensary,Operating,Public - LGA,,,-5.1678,38.41789,,1,0,0,0,0
104785-1,Mgongo,,Registered,2013-08-20T10:40:58.000Z,2016-08-25T15:38:00.000Z,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Samunge,Mgongo,Dispensary,Operating,Public - LGA,,,-2.16017,35.670452,,0,0,1,0,0
104788-5,Mgongo,,,2013-08-20T10:40:59.000Z,2016-04-25T11:58:18.000Z,Central Zone,Singida,Iramba,Iramba DC,Mgongo,Mgongo,Health Center,Operating,Public - LGA,,,-4.33131,34.15562,,0,0,0,0,0
109724-5,Mgongo RC,Mgongo mission,Registered,2015-03-28T17:33:47.000Z,2017-01-02T04:55:22.000Z,Southern Highlands Zone,Iringa,Iringa,Iringa MC,Nduli,Njiapanda,Dispensary,Operating,Private - Faith based organization (FBO),,,-7.701,35.724,,0,0,0,0,0
104790-1,Mgori,Mgori,Registered,2013-08-20T10:40:59.000Z,2018-10-18T07:01:44.000Z,Central Zone,Singida,Singida,Singida DC,Mgori,Mgori,Health Center,Operating,Public - LGA,,,-4.85328,34.97755,,0,0,1,0,0
104791-9,Mgulani JKT,Mgulani JKT,Registered,2013-08-20T10:40:59.000Z,2015-07-10T10:01:22.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Miburani,Uwanja wa Taifa,Health Center,Operating,Public - Military,,,-6.851856,39.278794,,1,0,0,0,0
104792-7,Mgulani TPDF,JWTZ,,2013-08-20T10:41:00.000Z,2015-07-10T09:43:45.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Miburani,Miburani,Dispensary,Operating,Public - Military,,,-6.860559,39.27769,,1,1,0,0,0
104793-5,Mgunga,Mgunga,Registered,2013-08-20T10:41:00.000Z,2018-04-13T13:13:35.000Z,Central Zone,Dodoma,Chamwino,Chamwino DC,Msamalo,Mgunda,Dispensary,Operating,Public - LGA,,,-6.27987,36.119505,07/05/1975,0,0,1,0,0
104795-0,Mgungira,Mgungira,Registered,2013-08-20T10:41:00.000Z,2019-05-03T07:40:05.000Z,Central Zone,Singida,Ikungi,Ikungi DC,Mgungira,Mgungira,Dispensary,Operating,Public - LGA,,,-5.00973,34.01144,05/09/1992,0,0,1,1,1
104796-8,Mgwashi,Mgwashi,Registered,2013-08-20T10:41:00.000Z,2019-06-19T12:20:01.000Z,Northern Zone,Tanga,Lushoto,Bumbuli DC,Mgwashi,Mgwashi,Health Center,Operating,Public - LGA,,04-01-0103,-4.77283,38.49659,,1,0,0,0,0
Not set,MHAGA,MHAGA,Not Registered,2019-09-03T13:34:40.000Z,2019-09-03T13:34:40.000Z,Eastern Zone,Pwani,Kisarawe,Kisarawe DC,Kibuta,Mhaga,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-7.30318,38.79243,,0,0,0,0,0
111625-0,Mhagama,Mhagama Dispensary,Registered,2017-01-04T04:24:41.000Z,2019-11-14T17:16:49.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Saranga,King'ongo,Dispensary,Operating,Private - For Profit,71488,,-6.76175,39.15266,01/10/2016,1,0,0,0,0
104797-6,Mhaji,Muhaji,Registered,2013-08-20T10:41:00.000Z,2019-11-13T12:47:55.000Z,Southern Highlands Zone,Njombe,Wanging'ombe,Wanging'ombe DC,Igima,Mhaji,Dispensary,Operating,Public - LGA,,,-9.16783,34.761281,01/07/2003,0,0,0,0,0
104798-4,Mhale,,,2013-08-20T10:41:01.000Z,2016-01-11T09:28:56.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Kikeo,Mhale,Dispensary,Operating,Public - LGA,,,-7.177,37.5438,,0,0,0,0,0
104799-2,Mhamba,Mhamba,Registered,2013-08-20T10:41:01.000Z,2015-08-24T07:13:39.000Z,Northern Zone,Tanga,Muheza,Muheza DC,Mhamba,Mhamba,Dispensary,Operating,Public - LGA,,,-5.31231,38.64047,12/08/2013,0,0,1,0,0
110266-4,Mhandu,Mhandu,Not Registered,2015-06-10T14:07:55.000Z,2019-05-22T11:59:30.000Z,Western Zone,Shinyanga,Kahama,Msalala DC,Chela,Mhandu,Dispensary,Operating,Public - LGA,110266,,-3.56753,32.4913,13/04/2015,0,0,1,0,0
113771-0,Mhandu,Mhandu,Registered,2019-08-28T18:06:57.000Z,2019-09-16T09:46:23.000Z,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Mahina,Mhando,Dispensary,Operating,Public - LGA,,,-2.55336,32.96305,17/05/2019,1,0,0,0,0
104801-6,Mharamba,Mharamba,Registered,2013-08-20T10:41:01.000Z,2019-04-26T17:49:24.000Z,Lake Zone,Geita,Geita,Geita DC,Nkome,Mharamba,Dispensary,Operating,Public - LGA,,19-06-0139,-2.58474,32.0074,30/06/1977,0,0,1,0,0
113783-5,MHC Stamico,Stamico Disp,Registration Pending Certification,2019-09-21T09:53:18.000Z,2019-10-14T06:14:16.000Z,Lake Zone,Geita,Geita,Geita DC,Ludete,Stamico,Dispensary,Operating,Private - For Profit,,,-2.999954,31.930469,17/07/2019,1,0,0,0,0
104802-4,Mhenda,,Registered,2013-08-20T10:41:02.000Z,2015-08-17T06:03:21.000Z,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Ulaya,Mhenda,Dispensary,Operating,Public - LGA,,,-7.17432,36.9263,,0,0,0,0,0
104803-2,Mhezi,mteke dispensary,Not Registered,2013-08-20T10:41:02.000Z,2015-08-21T07:24:28.000Z,Northern Zone,Kilimanjaro,Same,Same DC,Mhezi,Mhezi,Dispensary,Operating,Public - LGA,,,-4.14942,37.8802,,1,0,0,0,0
104804-0,Mhimbira,Muhimbira Dispensary,Registered,2013-08-20T10:41:02.000Z,2015-03-26T20:42:37.000Z,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,Ihahi,Muwale,Dispensary,Operating,Private - For Profit,128205,,-8.85561,34.0313,08/10/2008,1,0,0,0,0
104805-7,Mhinduro,Mhinduro,Registered,2013-08-20T10:41:02.000Z,2019-05-29T17:35:00.000Z,Northern Zone,Tanga,Mkinga,Mkinga DC,Mhinduro,Not set,Dispensary,Operating,Public - LGA,21104805,04-08-0109,-4.93077,38.8003,15/02/1954,1,0,0,0,0
105655-5,Mhintiri,Mhintiri,Registered,2013-08-20T10:44:23.000Z,2018-10-24T18:47:45.000Z,Central Zone,Singida,Ikungi,Ikungi DC,Muhintiri,Muhintiri,Dispensary,Operating,Public - LGA,,,-5.16825,34.62057,26/11/1999,0,0,1,0,0
113123-4,Mhoja,,Registered,2019-03-10T09:22:42.000Z,2019-05-11T13:11:15.000Z,Central Zone,Singida,Singida,Singida DC,Mtinko,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/SGD/AUT/010,,-4.55377,34.8467,01/07/2015,0,0,0,0,0
104806-5,Mhonda Mission,MISSION,Registered,2013-08-20T10:41:03.000Z,2019-07-25T22:06:59.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Mhonda,Mhonda,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.12475,37.57602,,0,0,0,0,0
104807-3,Mhongozi,Mhongozi Dispensary,,2013-08-20T10:41:03.000Z,2016-08-03T23:12:12.000Z,Southern Zone,Ruvuma,Mbinga,Mbinga DC,Mhongozi,Mhongozi,Dispensary,Operating,Public - LGA,,,-10.72035,34.94204,15/05/2008,0,0,0,1,0
104808-1,Mhunze,Mhunze.,Registered,2013-08-20T10:41:03.000Z,2019-11-05T07:05:22.000Z,Western Zone,Simiyu,Itilima,Itilima DC,Mhunze,Mhunze,Dispensary,Operating,Public - LGA,,,-2.9649,34.22388,15/07/1964,0,0,1,0,0
104809-9,Mhunze Bakwata,MHUNZE BAKWATA,Registered,2013-08-20T10:41:03.000Z,2019-05-21T09:55:20.000Z,Western Zone,Shinyanga,Kishapu,Kishapu DC,Kishapu,Mhunze,Dispensary,Operating,Private - Faith based organization (FBO),104809,17-08-0111,-3.62046,33.80811,30/03/1993,1,0,0,0,0
104810-7,Mhunze Wazazi,,Registered,2013-08-20T10:41:03.000Z,2015-05-27T15:10:36.000Z,Western Zone,Shinyanga,Kishapu,Kishapu DC,Kishapu,Mhunze,Dispensary,Closed (Temporary),Private - NGOs,,,-3.61836,33.8147,06/09/1997,1,0,0,0,0
110107-0,Miangalua,Miangalua,Registered,2015-05-27T06:38:28.000Z,2019-08-14T06:23:38.000Z,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Miangalua,Miangalua,Dispensary,Operating,Public - LGA,,15-02-0126,-8.628994,32.135176,,0,0,1,1,1
104815-6,Mibono,Mibono,Registered,2013-08-20T10:41:05.000Z,2019-05-18T19:57:48.000Z,Western Zone,Tabora,Sikonge,Sikonge DC,Kiloleli,Kiloleli,Dispensary,Operating,Public - LGA,,,-5.88281,32.981,01/01/1974,1,0,1,0,0
Not set,Mibungo,,,2015-08-21T12:58:37.000Z,2015-08-28T06:37:35.000Z,Lake Zone,Mwanza,Ukerewe,Ukerewe DC,Ilangala,Mibungo/Namakwekwe,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-1.93434,32.91243,,0,0,0,0,0
110906-5,Mibure,Mibure,Registered,2015-09-15T06:14:26.000Z,2019-10-31T11:29:54.000Z,Southern Zone,Lindi,Ruangwa,Ruangwa DC,Chienjele,Migure,Dispensary,Operating,Public - LGA,110906-5,,-10.07138,38.93567,29/01/2018,0,0,1,0,0
104816-4,Michenga,MICHENGA,Registered,2013-08-20T10:41:05.000Z,2019-07-16T09:45:37.000Z,Eastern Zone,Morogoro,Kilombero,Ifakara TC,Lumemo,Michenga,Dispensary,Operating,Public - LGA,,,-8.12,36.6531,03/03/2014,0,0,1,0,0
112747-1,Michenga,,Registered,2019-03-07T04:06:58.000Z,2019-07-16T10:41:12.000Z,Eastern Zone,Morogoro,Kilombero,Ifakara TC,Michenga,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,Phl-C/Mor/Aut/065,,-8.1289,36.65025,,0,0,0,0,0
104817-2,Michenga,michenga,Registered,2013-08-20T10:41:05.000Z,2019-08-06T17:05:51.000Z,Southern Zone,Lindi,Ruangwa,Ruangwa DC,Malolo,Michenga'A',Dispensary,Operating,Public - LGA,104817-2,08-05-0125,-10.3326,38.9939,11/12/1987,1,0,1,0,1
104818-0,Michenjele,Michenjele,Registered,2013-08-20T10:41:05.000Z,2019-09-16T09:41:47.000Z,Southern Zone,Mtwara,Tandahimba,Tandahimba DC,Michenjele,Michenjele,Dispensary,Operating,Public - LGA,104818-0,09-05-0124,-10.80084,39.87867,12/10/1978,0,0,1,0,0
104819-8,Michese,Michese,Registered,2013-08-20T10:41:06.000Z,2018-05-03T05:55:57.000Z,Central Zone,Dodoma,Dodoma,Dodoma MC,Mkonze,Michese,Dispensary,Operating,Public - LGA,4529,,-6.20799,35.67606,09/02/2009,0,0,0,1,0
104821-4,Michiga,Michiga Hospital,,2013-08-20T10:41:06.000Z,2018-04-18T10:40:22.000Z,Southern Zone,Mtwara,Nanyumbu,Nanyumbu DC,Likokona,Michiga,Health Center,Operating,Public - LGA,,,-10.925836,38.167447,04/06/1982,0,1,1,0,0
109691-6,Mico,Mico,Registration Pending Certification,2015-03-28T16:38:22.000Z,2016-07-15T06:41:09.000Z,Lake Zone,Geita,Geita,Geita DC,Katoro,Katoro Senta,Dispensary,Closed,Private - Faith based organization (FBO),,,-3.00731,31.93,,1,0,0,0,0
110760-6,Mico,Mico Gereji - Kipunguni,Registered,2015-07-16T04:29:18.000Z,2015-07-16T06:07:55.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kipawa,Mogo,Dispensary,Operating,Private,72431,,-6.907433,39.169282,01/05/2015,1,1,0,0,0
104823-0,MICO,,Registered,2013-08-20T10:41:07.000Z,2019-04-04T05:12:46.000Z,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Ruaha,Ruaha,Dispensary,Operating,Private - For Profit,,,-7.41445,36.97823,,0,0,0,0,0
104826-3,MICO,Mico Disp,Registered,2013-08-20T10:41:07.000Z,2019-07-15T12:22:49.000Z,Eastern Zone,Pwani,Bagamoyo,Chalinze DC,Bwilingu,Bwilingu,Dispensary,Operating,Private - For Profit,61203,,-6.64044,38.34885,13/10/2003,1,1,0,0,0
111821-5,Mico,Mico Victory Health Ceter,Registered,2017-08-02T07:19:58.000Z,2019-05-08T02:44:53.000Z,Central Zone,Singida,Singida,Singida MC,Mandewa,Mandewa,Health Center,Operating,Private - For Profit,134208,,-4.79853,34.72122,01/07/2017,1,0,0,0,0
111536-9,MICO,Mico DIspensary,Registered,2016-10-18T05:22:46.000Z,2019-07-25T14:13:00.000Z,Eastern Zone,Pwani,Rufiji,Rufiji DC,Ikwiriri,Ikwiriri Kaskazini,Dispensary,Operating,Private - Faith based organization (FBO) - Bakwata,,,-7.944059,38.981762,,1,0,0,0,0
104834-7,MICO Tabata Kimanga,Mico Charitable Kimanga Darajani,Registered,2013-08-20T10:41:09.000Z,2017-10-30T10:35:18.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kimanga,Kimanga,Dispensary,Operating,Private - Faith based organization (FBO),72425,,-6.826223,39.1963,26/02/2015,1,1,0,0,0
110555-0,MICO AAT Kimara,MICO AAT Kimara,Registration Pending Certification,2015-07-09T07:12:08.000Z,2020-01-23T08:22:18.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Kimara,Mavurunza,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.81487,39.16463,01/01/2015,1,0,0,0,0
104830-5,MICO Amani,Amani Dispensary,Registered,2013-08-20T10:41:08.000Z,2016-04-19T06:24:33.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Makangarawe,Dovya,Dispensary,Operating,Private - Faith based organization (FBO),73298,,-6.87921,39.24726,,1,0,0,0,0
110787-9,Mico Annex,Mico Annex,Registered,2015-07-17T11:34:53.000Z,2015-08-25T11:52:42.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Hananasif,Hananasif,Dispensary,Operating,Private - For Profit,,,-6.79681,39.26447,29/12/2008,1,1,0,0,0
112482-5,Mico Best,Mico,Registered,2019-01-29T10:51:57.000Z,2019-01-29T10:51:57.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Magengeni,Dispensary,Operating,Private - For Profit,73403,,-6.97523,39.21348,01/07/2018,1,0,0,0,0
100673-3,Mico Calvary,Calvary,Registered,2013-08-20T10:25:55.000Z,2020-02-25T06:57:33.000Z,Northern Zone,Manyara,Simanjiro,Simanjiro DC,Mrerani,Songambele A,Dispensary,Operating,Private - NGOs,29202,,-3.5559,36.9864,21/06/2012,1,1,1,0,0
111931-2,Mico Charitable,,Registered,2017-11-24T15:18:44.000Z,2017-11-24T15:18:44.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Makuburi,Mwongozo,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.81523,39.21312,23/09/2005,1,0,0,0,0
104835-4,MICO Darajani,MICO Darajani,Registered,2013-08-20T10:41:09.000Z,2015-07-10T14:21:32.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kigogo,Kigogo kati,Dispensary,Operating,Private - For Profit,71305,,-6.81753,39.23931,15/07/2004,1,1,0,0,0
104839-6,MICO Farasi Mabibo,MICO Mabibo Farasi,Registered,2013-08-20T10:41:10.000Z,2019-08-26T09:38:37.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Mabibo,Mabibo Farasi,Dispensary,Operating,Private - Faith based organization (FBO),71311,,-6.81386,39.2292,01/07/1998,1,0,0,0,0
104840-4,MICO Gongo la Mboto,MICO Gongo la Mboto,Registered,2013-08-20T10:41:10.000Z,2016-05-30T09:34:59.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Gongo la Mboto,G/Mboto,Dispensary,Operating,Private - For Profit,72062,,-6.883199,39.155572,15/04/2014,1,0,0,0,0
104827-1,MICO Gumba,Gumba kwa sama,Registered,2013-08-20T10:41:08.000Z,2019-11-07T19:32:22.000Z,Eastern Zone,Pwani,Kibaha,Kibaha DC,Gwata,Gumba,Dispensary,Operating,Private - Faith based organization (FBO),62218,,-6.76877,38.3547,01/01/2004,0,0,1,0,0
112277-9,Mico Kerode's,,Registered,2018-06-28T06:50:26.000Z,2019-08-06T18:09:39.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Kibondemaji B,Dispensary,Operating,Private - For Profit,73318,,-6.91367,39.2724,07/07/2013,1,0,0,0,0
108513-3,MICO Kihonda,,Registered,2014-01-31T22:30:27.000Z,2016-05-15T00:32:18.000Z,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Mazimbu,Magorofani,Dispensary,Operating,Private - For Profit,,,-6.78306,37.65903,,0,0,0,0,0
110599-8,MICO Kimara,MICO Tanesco Kimara,Registered,2015-07-09T13:50:42.000Z,2019-08-14T18:49:16.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Saranga,Matangini,Dispensary,Operating,Private - Faith based organization (FBO),71082,,-6.791035,39.1675,15/03/2007,1,0,0,0,0
111427-1,MICO Kirembo,,Registered,2016-08-11T10:35:25.000Z,2017-08-01T09:07:25.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Tandika,Kilimahewa,Dispensary,Closed (Temporary),Private - For Profit,,,-6.87075,39.25772,,0,0,0,0,0
104851-1,MICO Manzese,MICO MANZESE,Registered,2013-08-20T10:41:13.000Z,2015-03-27T06:51:41.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Ndugumbi,Mpakani,Dispensary,Operating,Private - Faith based organization (FBO),71080,,-6.80034,39.23896,15/06/2012,1,0,0,0,0
104852-9,MICO Mars,MICO Mars,Registered,2013-08-20T10:41:13.000Z,2015-07-14T13:19:52.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kinondoni,Ada Estate,Dispensary,Operating,Private - For Profit,71113,,-6.79044,39.27216,15/07/2012,1,1,0,0,0
112093-0,Mico Masjid Tungi,,Registered,2018-02-05T09:24:16.000Z,2018-02-05T09:24:16.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Temeke,Temeke,Dispensary,Operating,Private - For Profit,73390,,-6.85399,39.26075,02/02/2017,1,0,0,0,0
104854-5,MICO Mkwajuni,MICO Mkwajuni,Registered,2013-08-20T10:41:14.000Z,2016-06-16T11:44:24.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Hananasif,Hananasif,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.796159,39.264482,,1,0,0,0,0
104855-2,MICO Mtoni,,Registered,2013-08-20T10:41:14.000Z,2019-08-06T18:13:13.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mtoni,Mtoni,Dispensary,Operating,Private - NGOs,73260,,-6.868397,39.275701,,0,0,0,0,0
108651-1,Mico Mwembechai,TAIFO MWEMBECHAI DISPENSARY,Registered,2014-07-17T09:53:38.000Z,2019-08-14T18:33:08.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Makurumla,Sisi kwa sisi,Dispensary,Operating,Private - Faith based organization (FBO),71294,,-6.80745,39.24848,27/01/2017,1,0,1,0,0
111533-6,MICO Mwembeni,MICO Mwembeni,Registered,2016-10-17T08:39:12.000Z,2016-10-17T08:39:12.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kunduchi,Mtongani,Dispensary,Operating,Private - For Profit,71306,,-6.67898,39.20486,,1,0,0,0,0
104868-5,MICO Ndugumbi,MICO Ndugumbi,,2013-08-20T10:41:17.000Z,2015-07-15T07:50:33.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Ndugumbi,Kagera Mikoroshini,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.800338,39.238964,,0,0,0,0,0
104858-6,MICO Nightingale,Nightngale Micco Dispensary,Registered,2013-08-20T10:41:14.000Z,2019-11-14T15:33:59.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Segerea,Segerea,Dispensary,Operating,Private - For Profit,72461,,-6.844738,39.192009,01/05/2007,1,1,0,0,0
111626-8,MICO Niimat,MICO Msufini,Registered,2017-01-05T11:17:04.000Z,2019-01-07T09:22:13.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Msufini,Dispensary,Operating,Private - For Profit,73041,,-6.93889,39.23206,20/04/2016,1,0,0,0,0
112001-3,Mico pallot,,Registered,2018-01-16T16:12:55.000Z,2019-06-21T09:53:41.000Z,Northern Zone,Arusha,Arusha,Arusha CC,Sokon I,Kanisani,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/AR/AUT/41,,-3.383735,36.674166,,1,0,0,0,0
104860-2,MICO salasala,MICO Salasala,,2013-08-20T10:41:15.000Z,2015-07-16T06:28:44.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Wazo,Salasala,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.69952,39.19725,,0,0,0,0,0
110614-5,MICO Sandali,Kasorobo,Registered,2015-07-10T07:03:57.000Z,2019-08-06T18:15:56.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Sandali,Mamboleo A,Dispensary,Operating,Private - For Profit,703079,,-6.860955,39.250294,22/05/2015,1,0,0,0,0
110884-4,Mico Sulumo,Mico Sulumo,Registered,2015-08-24T06:49:11.000Z,2016-01-05T04:59:37.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Mvomero,Wami Dakawa,Dispensary,Operating,Private - For Profit,,,-6.43757,37.53317,15/02/2014,1,0,0,0,0
104866-9,MICO Yombo Vituka,MICO,Registered,2013-08-20T10:41:16.000Z,2015-07-09T06:50:11.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kilakala,Barabara ya mwinyi,Dispensary,Operating,Private - NGOs,73038,,-6.87283,39.24321,,1,0,0,0,0
111353-9,MICO-Mazinde,,Registered,2016-03-10T13:06:39.000Z,2019-07-16T06:28:57.000Z,Eastern Zone,Pwani,Bagamoyo,Chalinze DC,Bwilingu,Bwilingu,Dispensary,Operating,Private - For Profit,61214,,-6.64358,38.35054,,1,0,1,0,0
113659-7,Midilife Health Care,,Registered,2019-05-31T07:11:29.000Z,2019-07-15T11:57:07.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Ilala,Not set,Dispensary,Operating,Private - For Profit,,,-6.83132,39.26091,04/01/2017,1,1,0,0,0
111448-7,Midizini Muzdalifa,,Registered,2016-08-11T12:43:27.000Z,2019-11-14T17:14:17.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Manzese,Mnazimmoja,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.801862,39.225147,01/07/2013,1,0,0,0,0
104871-9,Mifulu,,,2013-08-20T10:41:18.000Z,2016-05-05T12:52:57.000Z,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Tegetero,Mifulu,Dispensary,Operating,Public - LGA,,,-6.9773,37.7477,,0,0,0,0,0
104872-7,Migambo,Migambo,Registered,2013-08-20T10:41:18.000Z,2019-06-28T07:37:14.000Z,Northern Zone,Tanga,Lushoto,Lushoto DC,Kwai,Migambo,Dispensary,Operating,Public - LGA,,,-4.75476,38.34595,,1,0,0,0,0
104873-5,Miganga,Miganga,Registered,2013-08-20T10:41:18.000Z,2018-04-12T04:54:07.000Z,Central Zone,Dodoma,Chamwino,Chamwino DC,Idifu,Miganga,Dispensary,Operating,Public - LGA,,,-6.426016,36.042843,10/02/2010,0,0,0,0,1
104874-3,Miganga,,,2013-08-20T10:41:18.000Z,2018-10-24T18:52:09.000Z,Central Zone,Singida,Mkalama,Mkalama DC,Miganga,Kinandili,Dispensary,Operating,Public - LGA,,,-4.20387,34.713,,0,0,1,0,0
104875-0,Migato,MIGATO,Registered,2013-08-20T10:41:19.000Z,2019-11-05T07:17:23.000Z,Western Zone,Simiyu,Itilima,Itilima DC,Migato,Migato,Dispensary,Operating,Public - LGA,,,-2.98564,34.31953,15/07/1975,0,0,1,0,0
